ID	label_en	synonym_en	label_ja	synonym_ja
NANDO:2200194	[小慢] Tracheal stenosis		[小慢] 気管狭窄	
NANDO:2200195	[小慢] Tracheomalacia	tracheobronchial malacia	[小慢] 気管軟化症	
NANDO:2200197	[小慢] Bronchial asthma		[小慢] 気管支喘息	
NANDO:2200198	[小慢] Congenital central hypoventilation syndrome	CCHS	[小慢] 先天性中枢性低換気症候群	
NANDO:2200199	[小慢] Idiopathic interstitial pneumonia	IIPs	[小慢] 特発性間質性肺炎	
NANDO:2200200	[小慢] Congenital alveolar proteinosis	Congenital pulmonary alveolar proteinosis | C-PAP | Congenital PAP | Hereditary pulmonary alveolar proteinosis	[小慢] 先天性肺胞蛋白症	先天性PAP
NANDO:2200201	[小慢] Familial interstitial pneumonia	HILD	[小慢] 遺伝性間質性肺炎	
NANDO:2200202	[小慢] Pulmonary alveolar microlithiasis	PAM	[小慢] 肺胞微石症	
NANDO:2200203	[小慢] Primary ciliary dyskinesia		[小慢] 線毛機能不全症候群	
NANDO:2200204	[小慢] Kartagener syndrome		[小慢] カルタゲナー症候群	Kartagener症候群
NANDO:2200205	[小慢] Cystic fibrosis	CF	[小慢] 嚢胞性線維症	
NANDO:2200206	[小慢] Bronchiectasis		[小慢] 気管支拡張症	
NANDO:2200207	[小慢] Idiopathic pulmonary hemosiderosis	Idiopathic pulmonary haemosiderosis	[小慢] 特発性肺ヘモジデローシス	
NANDO:2200208	[小慢] Chronic lung disease	CLD	[小慢] 慢性肺疾患	
NANDO:2200209	[小慢] Bronchiolitis obliterans	Obliterating bronchiolitis	[小慢] 閉塞性細気管支炎	
NANDO:2200210	[小慢] Congenital diaphragmatic hernia	CDH	[小慢] 先天性横隔膜ヘルニア	
NANDO:2200211	[小慢] Congenital cystic lung disease		[小慢] 先天性嚢胞性肺疾患	
NANDO:2200212	[小慢] Sick sinus syndrome	SSS	[小慢] 洞不全症候群	
NANDO:2200213	[小慢] Mobitz type II second degree atrioventricular block		[小慢] モビッツ2型ブロック	Mobitz2型ブロック 
NANDO:2200214	[小慢] Complete atrio-ventricular block		[小慢] 完全房室ブロック	
NANDO:2200215	[小慢] Bundle branch block		[小慢] 脚ブロック	
NANDO:2200216	[小慢] Polymorphic ventricular premature beat		[小慢] 多源性心室期外収縮	
NANDO:2200217	[小慢] Supraventricular tachycardia due to WPW syndrome		[小慢] 上室頻拍（WPW症候群によるものに限る。）	
NANDO:2200218	[小慢] Multiple atrial tachycardia		[小慢] 多源性心房頻拍	
NANDO:2200219	[小慢] Other supraventricular tachycardia		[小慢] 6及び7に掲げるもののほか、上室頻拍	
NANDO:2200220	[小慢] Verapamil sensitive ventricular tachycardia		[小慢] ベラパミル感受性心室頻拍	
NANDO:2200221	[小慢] Catecholaminergic polymorphic ventricular tachycardia	CPVT	[小慢] カテコラミン誘発多形性心室頻拍	
NANDO:2200222	[小慢] Other ventricular tachycardia		[小慢] 9及び10に掲げるもののほか、心室頻拍	
NANDO:2200223	[小慢] Adenosine sensitive VT	Adenosine-sensitive ventricular tachycardia	[小慢] アデノシン感受性心室頻拍	アデノシン感受性VT
NANDO:2200224	[小慢] Propranolol sensitive VT		[小慢] プロプラノロール感受性心室頻拍	
NANDO:2200225	[小慢] Atrial flutter		[小慢] 心房粗動	
NANDO:2200226	[小慢] Atrial fibrillation	AF	[小慢] 心房細動	
NANDO:2200227	[小慢] Ventricular fibrillation		[小慢] 心室細動	
NANDO:2200228	[小慢] Long qt syndrome	LQTS	[小慢] QT延長症候群	
NANDO:2200229	[小慢] Hypertrophic cardiomyopathy	HCM	[小慢] 肥大型心筋症	
NANDO:2200230	[小慢] Arrhythmogenic right ventricular cardiomyopathy or dysplasia		[小慢] 不整脈源性右室心筋症	
NANDO:2200231	[小慢] Non-compaction of the ventricle		[小慢] 心筋緻密化障害	
NANDO:2200232	[小慢] Dilated cardiomyopathy	DCM	[小慢] 拡張型心筋症	
NANDO:2200233	[小慢] Restrictive cardiomyopathy	Restricted cardiomyopathy	[小慢] 拘束型心筋症	
NANDO:2200234	[小慢] Aneurysm of ventricle	Diverticulum of ventricle	[小慢] 心室瘤	
NANDO:2200235	[小慢] Endocardial fibroelastosis		[小慢] 心内膜線維弾性症	
NANDO:2200236	[小慢] Cardiac tumor		[小慢] 心臓腫瘍	
NANDO:2200237	[小慢] Chronic myocarditis		[小慢] 慢性心筋炎	
NANDO:2200238	[小慢] Chronic pericarditis		[小慢] 慢性心膜炎	
NANDO:2200239	[小慢] Constrictive pericarditis		[小慢] 収縮性心膜炎	
NANDO:2200240	[小慢] Congenital defect of the pericardium		[小慢] 先天性心膜欠損症	
NANDO:2200241	[小慢] Idiopathic rupture of chordae tendineae of the mitral valve in infants		[小慢] 乳児特発性僧帽弁腱索断裂	
NANDO:2200242	[小慢] Abnormal origin of left coronary artery from pulmonary artery		[小慢] 左冠動脈肺動脈起始症	
NANDO:2200243	[小慢] Abnormal origin of right coronary artery from pulmonary artery		[小慢] 右冠動脈肺動脈起始症	
NANDO:2200244	[小慢] Other anomalous origin of coronary artery		[小慢] 29及び30に掲げるもののほか、冠動脈起始異常	
NANDO:2200245	[小慢] Coronary aneurysms complicated with Kawasaki disease		[小慢] 川崎病性冠動脈瘤	
NANDO:2200246	[小慢] Stenosis or atresia of coronary artery		[小慢] 冠動脈狭窄症	
NANDO:2200247	[小慢] Angina pectoris		[小慢] 狭心症	
NANDO:2200248	[小慢] Myocardial infarction		[小慢] 心筋梗塞	
NANDO:2200249	[小慢] Hypoplastic left heart syndrome		[小慢] 左心低形成症候群	
NANDO:2200250	[小慢] Single ventricle		[小慢] 単心室症	
NANDO:2200251	[小慢] Tricuspid atresia		[小慢] 三尖弁閉鎖症	
NANDO:2200252	[小慢] Pulmonary atresia with ventricular septal defect		[小慢] 心室中隔欠損を伴う肺動脈閉鎖症	極型ファロー四徴症
NANDO:2200253	[小慢] Pulmonary atresia with intact ventricular septum		[小慢] 心室中隔欠損を伴わない肺動脈閉鎖症	
NANDO:2200254	[小慢] Tetralogy of Fallot	Fallot's Tetralogy	[小慢] ファロー四徴症	Fallot四徴症
NANDO:2200255	[小慢] Taussig-Bing anomaly		[小慢] タウジッヒ・ビング奇形	Taussig-Bing奇形
NANDO:2200256	[小慢] Double outlet right ventricle		[小慢] 両大血管右室起始症	
NANDO:2200257	[小慢] Double-outlet left ventricle		[小慢] 両大血管左室起始症	
NANDO:2200258	[小慢] Complete transposition of the great arteries	Complete TGA	[小慢] 完全大血管転位症	
NANDO:2200259	[小慢] Congenitally corrected transposition of the great arteries		[小慢] 先天性修正大血管転位症	
NANDO:2200260	[小慢] Ebstein's anomaly	Ebstein anomaly | Ebstein's malformation | Ebstein malformation	[小慢] エプスタイン病	Ebstein病 | Ebstein奇形
NANDO:2200261	[小慢] Truncus arteriosus communis		[小慢] 総動脈幹遺残症	
NANDO:2200262	[小慢] Aorto-pulmonary window		[小慢] 大動脈肺動脈窓	
NANDO:2200263	[小慢] Cor triatriatum		[小慢] 三心房心	
NANDO:2200264	[小慢] Patent ductus arteriosus		[小慢] 動脈管開存症	
NANDO:2200265	[小慢] Common atrium		[小慢] 単心房症	
NANDO:2200266	[小慢] Atrial septal defect, ostium secundum type		[小慢] 二次孔型心房中隔欠損症	
NANDO:2200267	[小慢] Atrial septal defect, sinus venosus type		[小慢] 静脈洞型心房中隔欠損症	
NANDO:2200268	[小慢] Incomplete atrioventricular septal defect		[小慢] 不完全型房室中隔欠損症	不完全型心内膜床欠損症
NANDO:2200269	[小慢] Complete atrioventricular septal defect		[小慢] 完全型房室中隔欠損症	完全型心内膜床欠損症
NANDO:2200270	[小慢] Ventricular septal defect		[小慢] 心室中隔欠損症	
NANDO:2200271	[小慢] Total anomalous pulmonary venous connection		[小慢] 総肺静脈還流異常症	
NANDO:2200272	[小慢] Partial anomalous pulmonary venous connection		[小慢] 部分肺静脈還流異常症	
NANDO:2200273	[小慢] Pulmonary venous obstruction		[小慢] 肺静脈狭窄症	
NANDO:2200274	[小慢] Left ventricular-right atrial communication		[小慢] 左室右房交通症	
NANDO:2200275	[小慢] Double-chambered right ventricle		[小慢] 右室二腔症	
NANDO:2200276	[小慢] Subvalvular pulmonary stenosis		[小慢] 肺動脈弁下狭窄症	
NANDO:2200277	[小慢] Subvalvular aortic stenosis		[小慢] 大動脈弁下狭窄症	
NANDO:2200278	[小慢] Supravalvular pulmonary stenosis		[小慢] 肺動脈弁上狭窄症	
NANDO:2200279	[小慢] Peripheral pulmonary stenosis		[小慢] 末梢性肺動脈狭窄症	
NANDO:2200280	[小慢] Absent pulmonary valve		[小慢] 肺動脈弁欠損	
NANDO:2200281	[小慢] Origin of pulmonary artery from ascending aorta		[小慢] 肺動脈上行大動脈起始症	
NANDO:2200282	[小慢] Unilateral absence of a pulmonary artery		[小慢] 一側肺動脈欠損	
NANDO:2200283	[小慢] Coarctation of the aorta		[小慢] 大動脈縮窄症	
NANDO:2200284	[小慢] Coarctation complex		[小慢] 大動脈縮窄複合	
NANDO:2200285	[小慢] Supravalvular aortic stenosis		[小慢] 大動脈弁上狭窄症	
NANDO:2200286	[小慢] Williams syndrome		[小慢] ウィリアムズ症候群	Williams症候群
NANDO:2200287	[小慢] Other coarctation of the aorta		[小慢] 70から73までに掲げるもののほか、大動脈狭窄症	
NANDO:2200288	[小慢] Interruption of aortic arch complex		[小慢] 大動脈弓離断複合	
NANDO:2200289	[小慢] Aortic arch occlusive disease		[小慢] 大動脈弓閉塞症	
NANDO:2200290	[小慢] Double aortic arch disease		[小慢] 重複大動脈弓症	
NANDO:2200291	[小慢] Vascular sling	PA sling | Pulmonary artery sling	[小慢] 左肺動脈右肺動脈起始症	
NANDO:2200292	[小慢] Other vascular ring		[小慢] 77及び78に掲げるもののほか、血管輪	
NANDO:2200293	[小慢] Aneurysm of sinus valsalva		[小慢] バルサルバ洞動脈瘤	Valsalva洞動脈瘤
NANDO:2200294	[小慢] Aortic aneurysm		[小慢] 大動脈瘤	
NANDO:2200295	[小慢] Pulmonary arteriovenous fistulae		[小慢] 肺動静脈瘻	
NANDO:2200296	[小慢] Coronary artery fistula		[小慢] 冠動脈瘻	
NANDO:2200297	[小慢] Other arteriovenous fistulae		[小慢] 82及び83に掲げるもののほか、動静脈瘻	
NANDO:2200298	[小慢] Pulmonary arterial hypertension		[小慢] 肺動脈性肺高血圧症	
NANDO:2200299	[小慢] Chronic cor pulmonale		[小慢] 慢性肺性心	
NANDO:2200300	[小慢] Tricuspid valve stenosis		[小慢] 三尖弁狭窄症	
NANDO:2200301	[小慢] Tricuspid valve regurgitation		[小慢] 三尖弁閉鎖不全症	
NANDO:2200302	[小慢] Mitral valve stenosis		[小慢] 僧帽弁狭窄症	
NANDO:2200303	[小慢] Mitral regurgitation		[小慢] 僧帽弁閉鎖不全症	
NANDO:2200304	[小慢] Pulmonary valve stenosis		[小慢] 肺動脈弁狭窄症	
NANDO:2200305	[小慢] Pulmonary valve regurgitation		[小慢] 肺動脈弁閉鎖不全症	
NANDO:2200306	[小慢] Aortic valve stenosis		[小慢] 大動脈弁狭窄症	
NANDO:2200307	[小慢] Aortic valve regurgitation		[小慢] 大動脈弁閉鎖不全症	
NANDO:2200308	[小慢] Supramitral ring		[小慢] 僧帽弁弁上輪	
NANDO:2200309	[小慢] Asplenia syndrome		[小慢] 無脾症候群	
NANDO:2200310	[小慢] Polysplenia syndrome		[小慢] 多脾症候群	
NANDO:2200311	[小慢] Post-Fontan syndrome		[小慢] フォンタン術後症候群	Fontan術後症候群
NANDO:2200312	[小慢] Congenital hypopituitarism		[小慢] 先天性下垂体機能低下症	
NANDO:2200313	[小慢] Acquired hypopituitarism		[小慢] 後天性下垂体機能低下症	
NANDO:2200314	[小慢] Pituitary gigantism		[小慢] 下垂体性巨人症	
NANDO:2200315	[小慢] Acromegaly		[小慢] 先端巨大症	
NANDO:2200316	[小慢] Growth hormone deficiency caused by cerebral organic disorders		[小慢] 成長ホルモン分泌不全性低身長症（脳の器質的原因によるものに限る。）	GH分泌不全性低身長症（脳の器質的原因によるものに限る。）
NANDO:2200317	[小慢] Congenital growth hormone deficiency		[小慢] 器質的成長ホルモン分泌不全性低身長症	器質的GHD | 器質性GHD
NANDO:2200318	[小慢] Growth hormone deficiency not caused by cerebral organic disorders		[小慢] 成長ホルモン分泌不全性低身長症（脳の器質的原因によるものを除く。）	GH分泌不全性低身長症（脳の器質的原因によるものを除く。）
NANDO:2200319	[小慢] Idiopathic growth hormone deficiency		[小慢] 特発性成長ホルモン分泌不全性低身長症	特発性GHD
NANDO:2200320	[小慢] IGF1 insensitivity		[小慢] インスリン様成長因子1不応症	IGF-1不応症
NANDO:2200321	[小慢] Growth hormone insensitivity		[小慢] 成長ホルモン不応性症候群	
NANDO:2200322	[小慢] Hyperprolactinemia	Hyperprolactinaemia	[小慢] 高プロラクチン血症	
NANDO:2200323	[小慢] Syndrome of inappropriate secretion of antidiuretic hormone	SIADH	[小慢] 抗利尿ホルモン不適切分泌症候群	バゾプレシン分泌過剰症 | ADH分泌亢進症
NANDO:2200324	[小慢] Central diabetes insipidus		[小慢] 中枢性尿崩症	
NANDO:2200325	[小慢] Adipsic hypernatremia	Adipsic hypernatraemia | Essential hypernatremia	[小慢] 口渇中枢障害を伴う高ナトリウム血症	本態性高ナトリウム血症 | 無飲症性高ナトリウム血症
NANDO:2200326	[小慢] Nephrogenic diabetes insipidus		[小慢] 腎性尿崩症	
NANDO:2200327	[小慢] Cerebral salt wasting syndrome		[小慢] 中枢性塩喪失症候群	
NANDO:2200328	[小慢] Basedow disease	Graves' disease	[小慢] バセドウ病	Basedow病 
NANDO:2200329	[小慢] Hyperthyroidism		[小慢] 甲状腺機能亢進症	
NANDO:2200330	[小慢] Ectoic thyroid		[小慢] 異所性甲状腺	
NANDO:2200331	[小慢] Thyroid agenesis	Athyreosis	[小慢] 無甲状腺症	
NANDO:2200332	[小慢] Thyroid-stimulating hormone deficiency		[小慢] 甲状腺刺激ホルモン分泌低下症	TSH分泌低下症
NANDO:2200333	[小慢] Congenital hypothyroidism		[小慢] 先天性甲状腺機能低下症	
NANDO:2200334	[小慢] Other congenital hypothyroidism	CH	[小慢] 17から19までに掲げるもののほか、先天性甲状腺機能低下症	
NANDO:2200335	[小慢] Hashimoto disease	Hashimoto’s thyroiditis	[小慢] 橋本病	
NANDO:2200336	[小慢] Atrophic thyroiditis	Primary myxedema	[小慢] 萎縮性甲状腺炎	特発性粘液水腫
NANDO:2200337	[小慢] Other acquired hypothyroidism		[小慢] 21及び22に掲げるもののほか、後天性甲状腺機能低下症	
NANDO:2200338	[小慢] Radiation-induced hypothyroidism		[小慢] 放射線性甲状腺機能低下症	
NANDO:2200339	[小慢] Drug-induced hypothyroidism		[小慢] 薬剤性甲状腺機能低下症	
NANDO:2200340	[小慢] Central hypothyroidism		[小慢] 中枢性甲状腺機能低下症	
NANDO:2200341	[小慢] Resistance to thyroid hormone	Syndrome of Resistance to Thyroid Hormone | RTH	[小慢] 甲状腺ホルモン不応症	
NANDO:2200342	[小慢] Adenomatous goiter	Adenomatous goitre	[小慢] 腺腫様甲状腺腫	
NANDO:2200343	[小慢] Hyperparathyroidism		[小慢] 副甲状腺機能亢進症	
NANDO:2200344	[小慢] Parathyroid gland defect		[小慢] 副甲状腺欠損症	
NANDO:2200345	[小慢] Hypoparathyroidism		[小慢] 副甲状腺機能低下症	
NANDO:2200346	[小慢] Autoimmune polyendocrinopathy type 1		[小慢] 自己免疫性多内分泌腺症候群1型	
NANDO:2200347	[小慢] Autoimmune polyendocrinopathy type 2		[小慢] 自己免疫性多内分泌腺症候群2型	
NANDO:2200348	[小慢] Pseudopseudohypoparathyroidism		[小慢] 偽性偽性副甲状腺機能低下症	
NANDO:2200349	[小慢] Pseudohypoparathyroidism		[小慢] 偽性副甲状腺機能低下症	
NANDO:2200350	[小慢] Cushing disease	Cushing's Disease	[小慢] クッシング病	Cushing病
NANDO:2200351	[小慢] Ectopic ACTH syndrome		[小慢] 異所性副腎皮質刺激ホルモン産生症候群	異所性ACTH産生症候群
NANDO:2200352	[小慢] Adrenal adenoma		[小慢] 副腎腺腫	
NANDO:2200353	[小慢] ACTH-independent macronodular adrenal hyperplasia		[小慢] 副腎皮質結節性過形成	
NANDO:2200354	[小慢] Other Cushing syndrome		[小慢] 33から36までに掲げるもののほか、クッシング症候群	
NANDO:2200355	[小慢] Isolated ACTH deficiency		[小慢] 副腎皮質刺激ホルモン単独欠損症	ACTH単独欠損症
NANDO:2200356	[小慢] ACTH unresponsiveness	Adrenocorticotropin unresponsiveness | Adrenocorticotropic hormone unresponsiveness | Adrenocorticotropic hormone insensitivity	[小慢] 副腎皮質刺激ホルモン不応症	ACTH不応症
NANDO:2200357	[小慢] Congenital adrenal hypoplasia		[小慢] 先天性副腎低形成症	
NANDO:2200358	[小慢] Glucocorticoid resistance		[小慢] グルココルチコイド抵抗症	
NANDO:2200359	[小慢] Other chronic adrenal insufficiency	Addison disease	[小慢] 38から41までに掲げるもののほか、慢性副腎皮質機能低下症	
NANDO:2200360	[小慢] Addison's disease	Addison disease	[小慢] アジソン病	Addison病
NANDO:2200361	[小慢] Aldosteronism		[小慢] アルドステロン症	
NANDO:2200362	[小慢] Apparent mineralocorticoid excess syndrome	AME syndrome	[小慢] 見かけの鉱質コルチコイド過剰症候群	AME症候群
NANDO:2200363	[小慢] Liddle syndrome		[小慢] リドル症候群	Liddle症候群
NANDO:2200364	[小慢] Hyporeninemic hypoaldosteronism	Hyporeninaemic hypoaldosteronism	[小慢] 低レニン性低アルドステロン症	
NANDO:2200365	[小慢] Aldosterone synthase deficiency		[小慢] アルドステロン合成酵素欠損症	
NANDO:2200366	[小慢] other hypoaldosteronism		[小慢] 46及び47に掲げるもののほか、低アルドステロン症	
NANDO:2200367	[小慢] Pseudohypoaldosteronism		[小慢] 偽性低アルドステロン症	
NANDO:2200368	[小慢] Pseudohypoaldosteronism type I		[小慢] 偽性低アルドステロン症I型	
NANDO:2200369	[小慢] Pseudohypoaldosteronism type II	Gordon syndrome	[小慢] 偽性低アルドステロン症II型	Gordon 症候群 
NANDO:2200370	[小慢] Congenital lipoid adrenal hyperplasia		[小慢] リポイド副腎過形成症	先天性リポイド過形成症
NANDO:2200371	[小慢] 3 beta-hydroxysteroid dehydrogenase deficiency	3β-hydroxysteroid dehydrogenase deficiency	[小慢] 3β-ヒドロキシステロイド脱水素酵素欠損症	
NANDO:2200372	[小慢] 11-β-Hydroxylase deficiency	11-beta-hydroxylase deficiency	[小慢] 11β-水酸化酵素欠損症	
NANDO:2200373	[小慢] 17 alpha-hydroxylase deficiency	17-α-Hydroxylase deficiency	[小慢] 17α-水酸化酵素欠損症	
NANDO:2200374	[小慢] 21-Hydroxylase deficiency		[小慢] 21-水酸化酵素欠損症	
NANDO:2200375	[小慢] P450 oxidoreductase deficiency	PORD	[小慢] P450酸化還元酵素欠損症	P450オキシドレダクターゼ欠損症 | POR欠損症
NANDO:2200376	[小慢] Other congenital adrenal hyperplasia		[小慢] 50から55までに掲げるもののほか、先天性副腎過形成症	
NANDO:2200377	[小慢] Gonadotropin-dependent precocious puberty		[小慢] ゴナドトロピン依存性思春期早発症	
NANDO:2200378	[小慢] Non-gonadotropin-dependent precocious puberty		[小慢] ゴナドトロピン非依存性思春期早発症	
NANDO:2200379	[小慢] Hyperestrogenism		[小慢] エストロゲン過剰症	
NANDO:2200380	[小慢] Hyperandrogenism		[小慢] アンドロゲン過剰症	
NANDO:2200381	[小慢] Kallmann syndrome		[小慢] カルマン症候群	Kallmann症候群
NANDO:2200382	[小慢] Hypogonadotropic hypogonadism		[小慢] 低ゴナドトロピン性性腺機能低下症	ゴナドトロピン分泌低下症
NANDO:2200383	[小慢] Testicular dysgenesis		[小慢] 精巣形成不全	
NANDO:2200384	[小慢] Ovarian dysgenesis		[小慢] 卵巣形成不全	
NANDO:2200385	[小慢] Hypergonadotropic hypogonadism of other etiologies		[小慢] 63及び64に掲げるもののほか、高ゴナドトロピン性性腺機能低下症	
NANDO:2200386	[小慢] Klinefelter syndrome		[小慢] Klinefelter症候群	クラインフェルター症候群
NANDO:2200387	[小慢] Ovotesticular dsd	Ovotesticular disorder of sex development	[小慢] 卵精巣性性分化疾患	
NANDO:2200388	[小慢] Mixed gonadal dysgenesis		[小慢] 混合性性腺異形成症	
NANDO:2200389	[小慢] 5 alpha-reductase deficiency		[小慢] 5α-還元酵素欠損症	
NANDO:2200390	[小慢] 17 beta-hydroxysteroid dehydrogenase deficiency		[小慢] 17β-ヒドロキシステロイド脱水素酵素欠損症	
NANDO:2200391	[小慢] Androgen insensitivity syndrome		[小慢] アンドロゲン不応症	
NANDO:2200392	[小慢] Other disorders of sex development of 46,XY		[小慢] 68から70までに掲げるもののほか、46,XY性分化疾患	
NANDO:2200393	[小慢] Disorders of sex development of 46,XX	46,XY DSD	[小慢] 46,XX性分化疾患	
NANDO:2200394	[小慢] Vipoma		[小慢] VIP産生腫瘍	
NANDO:2200395	[小慢] Gastrinoma		[小慢] ガストリノーマ	
NANDO:2200396	[小慢] Carcinoid syndrome		[小慢] カルチノイド症候群	
NANDO:2200397	[小慢] Glucagonoma		[小慢] グルカゴノーマ	
NANDO:2200398	[小慢] Insulinoma		[小慢] インスリノーマ	
NANDO:2200399	[小慢] Congenital hyperinsulinemia	Congenital hyperinsulinaemia	[小慢] 先天性高インスリン血症	
NANDO:2200400	[小慢] Other hyperinsulinemic hypoglycemia	Other hyperinsulinaemic hypoglycaemia	[小慢] 77及び78に掲げるもののほか、高インスリン血性低血糖症	
NANDO:2200401	[小慢] Vitamin D-dependent rickets		[小慢] ビタミンD依存性くる病	
NANDO:2200402	[小慢] Vitamin D-resistant osteomalacia		[小慢] ビタミンD抵抗性骨軟化症	
NANDO:2200403	[小慢] Primary hypophosphatemic rickets	Primary hypophosphataemic rickets	[小慢] 原発性低リン血症性くる病	
NANDO:2200404	[小慢] Lipodystrophy		[小慢] 脂肪萎縮症	脂肪異栄養症
NANDO:2200405	[小慢] Multiple endocrine neoplasia type 1	MEN1 | Wermer syndrome	[小慢] 多発性内分泌腫瘍1型	Wermer症候群 | ウェルマー症候群
NANDO:2200406	[小慢] Multiple endocrine neoplasia type 2	MEN 2 | Sipple syndrome	[小慢] 多発性内分泌腫瘍2型	Sipple症候群 | シップル症候群
NANDO:2200407	[小慢] Other multiple endocrine neoplasia		[小慢] 84及び85に掲げるもののほか、多発性内分泌腫瘍	
NANDO:2200408	[小慢] Von Hippel-Lindau disease		[小慢] Von Hippel-Lindau病	
NANDO:2200409	[小慢] Polycystic ovary syndrome		[小慢] 多嚢胞性卵巣症候群	
NANDO:2200410	[小慢] Turner syndrome		[小慢] ターナー症候群	Turner症候群
NANDO:2200411	[小慢] Prader-Willi syndrome		[小慢] プラダー・ウィリ症候群	Prader-Willi症候群
NANDO:2200412	[小慢] McCune-Albright syndrome		[小慢] マッキューン・オルブライト症候群	McCune-Albright症候群
NANDO:2200413	[小慢] Noonan syndrome		[小慢] ヌーナン症候群	Noonan症候群
NANDO:2200414	[小慢] Bardet-Biedl syndrome		[小慢] バルデー・ビードル症候群	Bardet-Biedl症候群
NANDO:2200415	[小慢] Juvenile idiopathic arthritis	JIA	[小慢] 若年性特発性関節炎	
NANDO:2200416	[小慢] Systemic lupus erythematosus	SLE	[小慢] 全身性エリテマトーデス	
NANDO:2200417	[小慢] Juvenile dermatomyositis, polymyositis	PM/DM	[小慢] 皮膚筋炎／多発性筋炎	
NANDO:2200418	[小慢] Juvenile dermatomyositis	JDM	[小慢] 若年性皮膚筋炎	
NANDO:2200419	[小慢] Juvenile polymyositis	JPM	[小慢] 若年性多発性筋炎	
NANDO:2200420	[小慢] Sjogren's syndrome	Sjögren's syndrome	[小慢] シェーグレン症候群	Sjogren症候群
NANDO:2200421	[小慢] Anti-phospholipid antibody syndrome		[小慢] 抗リン脂質抗体症候群	
NANDO:2200422	[小慢] Behcet's disease	Behçet disease	[小慢] ベーチェット病	Behçet病
NANDO:2200423	[小慢] Takayasu arteritis	Aortitis syndrome | Takayasu's arteritis	[小慢] 高安動脈炎	大動脈炎症候群
NANDO:2200424	[小慢] Granulomatosis with polyangiitis	GPA	[小慢] 多発血管炎性肉芽腫症	
NANDO:2200425	[小慢] Polyangiitis nodosa	PN	[小慢] 結節性多発血管炎	結節性多発動脈炎
NANDO:2200426	[小慢] Microscopic polyangiitis	MPA	[小慢] 顕微鏡的多発血管炎	
NANDO:2200427	[小慢] Eosinophilic granulomatosis with polyangiitis	EGPA	[小慢] 好酸球性多発血管炎性肉芽腫症	
NANDO:2200428	[小慢] Relapsing polychondritis	RP	[小慢] 再発性多発軟骨炎	
NANDO:2200429	[小慢] Systemic sclerosis	SSc	[小慢] 全身性強皮症	
NANDO:2200430	[小慢] Mixed connective tissue disease	MCTD	[小慢] 混合性結合組織病	
NANDO:2200431	[小慢] Familial Mediterranean fever	FMF	[小慢] 家族性地中海熱	
NANDO:2200432	[小慢] Cryopyrin-associated periodic syndrome	Cryopyrin associated periodic fever syndrome	[小慢] クリオピリン関連周期熱症候群	家族性寒冷自己炎症症候群
NANDO:2200433	[小慢] TNF receptor-associated periodic fever syndrome	TRAPS	[小慢] TNF受容体関連周期性症候群	
NANDO:2200434	[小慢] Blau syndrome, early onset sarcoidosis	Early onset sarcoidosis	[小慢] ブラウ症候群	Blau症候群 | 若年発症サルコイドーシス
NANDO:2200435	[小慢] Nakajo-Nishimura syndrome	Autoinflammation, lipodystrophy, and dermatosis syndrome | CANDLE syndrome | Chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature syndrome | JMP syndrome | Joint contractures, muscle atrophy, microcytic anemia, and panniculitis induced lipodystrophy	[小慢] 中條・西村症候群	関節拘縮、筋委縮、小球性貧血、脂肪異栄養症誘因性脂肪織炎 | 脂肪異栄養症および発熱を伴う慢性非典型的好中球性皮膚疾患症候群
NANDO:2200436	[小慢] Hyper IgD syndrome	Mevalonate kinase deficiency | MKD | HIDS	[小慢] 高IgD症候群	メバロン酸キナーゼ欠損症
NANDO:2200437	[小慢] Pyogenic arthritis, pyoderma gangrenosum, acne syndrome	PAPA syndrome | Pyogenic arthritis, pyoderma gangrenosum and acne syndrome | PAPA syndrome	[小慢] 化膿性無菌性関節炎・壊疽性膿皮症・アクネ症候群	PAPA症候群
NANDO:2200438	[小慢] Chronic recurrent multifocal osteomyelitis	CRMO	[小慢] 慢性再発性多発性骨髄炎	CRMO
NANDO:2200439	[小慢] Deficiency of the interleukin-1-receptor antagonist		[小慢] インターロイキンI受容体拮抗分子欠損症	
NANDO:2200440	[小慢] Other autoinflammatory diseases		[小慢] 15から23までに掲げるもののほか、自己炎症性疾患	
NANDO:2200441	[小慢] Adenosine deaminase 2 deficiency	ADA2 deficiency	[小慢] ADA2欠損症	ADA2欠損症
NANDO:2200442	[小慢] Autoinflammation and PLCG2-associated antibody deficiency and immune dysregulation	APLAID	[小慢] 自己炎症合併フォスフォリパーゼCγ2関連抗体欠損免疫異常症	
NANDO:2200443	[小慢] CARD14 deficiency	Caspase recruitment domain-containing protein 14 deficiency	[小慢] CARD14異常症	Caspase recruitment domain-containing protein 14異常症 | CARD14欠損症
NANDO:2200444	[小慢] Cherubism		[小慢] ケルビズム	
NANDO:2200445	[小慢] Interleukin-10/interleukin-10 receptor deficiency	IL-10/IL-10 receptor deficiency	[小慢] IL-10/IL-10受容体遺伝子異常症	
NANDO:2200446	[小慢] IL10 deficiency	Interleukin-10 deficiency	[小慢] IL10欠損症	
NANDO:2200447	[小慢] IL-10RA deficiency		[小慢] IL-10RA欠損症	
NANDO:2200448	[小慢] IL-10RB deficiency		[小慢] IL-10RB欠損症	
